2;2500;50;50;true;false;true
1272;16;24;1102;100;843;2335
100;16;25;1272;513;1543;1634
513;16;26;100;647;1883;1769
647;16;27;513;2339;28;1827
2339;16;28;647;1598;2063;436
1598;16;29;2339;568;1563;17
568;16;30;1598;881;264;2088
881;16;31;568;1166;1368;2166
1166;16;32;881;1709;2361;1447
1709;16;33;1166;1416;127;2250
1416;16;34;1709;1578;398;24
1578;16;35;1416;324;1865;1918
324;16;36;1578;1475;1412;66
1475;16;37;324;712;705;888
712;16;38;1475;1702;1995;954
1702;16;39;712;487;863;2270
487;16;40;1702;633;2235;2413
633;16;41;487;1826;209;1727
1826;16;42;633;2265;343;2006
2265;16;43;1826;795;1795;431
795;16;44;2265;1570;1277;81
1570;16;45;795;597;1986;2324
597;16;46;1570;2247;1248;1011
2247;16;47;597;1375;432;953
1375;16;48;2247;2449;2378;1980
2449;16;49;1375;0;1003;1266
328;17;0;0;361;1541;1807
361;17;1;328;1146;735;1348
1146;17;2;361;155;1075;1234
155;17;3;1146;2408;1471;437
2408;17;4;155;1698;2403;679
1698;17;5;2408;2121;1321;575
2121;17;6;1698;772;1070;206
772;17;7;2121;435;630;1389
435;17;8;772;1740;1254;2165
1740;17;9;435;1260;266;1215
1260;17;10;1740;1249;1848;649
1249;17;11;1260;316;1725;981
316;17;12;1249;371;1605;827
371;17;13;316;416;579;354
416;17;14;371;1158;2058;818
1158;17;15;416;1205;1813;522
1205;17;16;1158;406;1269;1719
406;17;17;1205;1914;1068;2000
1914;17;18;406;496;2366;367
496;17;19;1914;976;1984;485
976;17;20;496;527;992;1662
527;17;21;976;510;457;75
510;17;22;527;534;2282;645
534;17;23;510;2335;1102;741
2335;17;24;534;1634;1272;1970
1634;17;25;2335;1769;100;1181
1769;17;26;1634;1827;513;2499
1827;17;27;1769;436;647;2331
436;17;28;1827;17;2339;353
17;17;29;436;2088;1598;1469
2088;17;30;17;2166;568;1063
2166;17;31;2088;1447;881;873
1447;17;32;2166;2250;1166;689
2250;17;33;1447;24;1709;2227
24;17;34;2250;1918;1416;2114
1918;17;35;24;66;1578;2279
66;17;36;1918;888;324;2079
888;17;37;66;954;1475;1659
954;17;38;888;2270;712;2154
2270;17;39;954;2413;1702;422
2413;17;40;2270;1727;487;969
1727;17;41;2413;2006;633;519
2006;17;42;1727;431;1826;1495
431;17;43;2006;81;2265;234
81;17;44;431;2324;795;502
2324;17;45;81;1011;1570;332
1011;17;46;2324;953;597;1523
953;17;47;1011;1980;2247;237
1980;17;48;953;1266;1375;2343
1266;17;49;1980;0;2449;1760
1807;18;0;0;1348;328;283
1348;18;1;1807;1234;361;531
1234;18;2;1348;437;1146;341
437;18;3;1234;679;155;2013
679;18;4;437;575;2408;1196
575;18;5;679;206;1698;1275
206;18;6;575;1389;2121;1054
1389;18;7;206;2165;772;238
2165;18;8;1389;1215;435;1179
1215;18;9;2165;649;1740;1021
649;18;10;1215;981;1260;347
981;18;11;649;827;1249;1642
827;18;12;981;354;316;296
354;18;13;827;818;371;47
818;18;14;354;522;416;1482
522;18;15;818;1719;1158;1055
1719;18;16;522;2000;1205;2083
2000;18;17;1719;367;406;1480
367;18;18;2000;485;1914;2455
485;18;19;367;1662;496;1546
1662;18;20;485;75;976;564
75;18;21;1662;645;527;1315
645;18;22;75;741;510;222
741;18;23;645;1970;534;916
1970;18;24;741;1181;2335;2283
1181;18;25;1970;2499;1634;319
2499;18;26;1181;2331;1769;2221
2331;18;27;2499;353;1827;553
353;18;28;2331;1469;436;1183
1469;18;29;353;1063;17;622
1063;18;30;1469;873;2088;2456
873;18;31;1063;689;2166;279
689;18;32;873;2227;1447;1596
2227;18;33;689;2114;2250;2386
2114;18;34;2227;2279;24;1133
2279;18;35;2114;2079;1918;909
2079;18;36;2279;1659;66;1756
1659;18;37;2079;2154;888;2172
2154;18;38;1659;422;954;2153
422;18;39;2154;969;2270;799
969;18;40;422;519;2413;476
519;18;41;969;1495;1727;340
1495;18;42;519;234;2006;2477
234;18;43;1495;502;431;285
502;18;44;234;332;81;2188
332;18;45;502;1523;2324;2294
1523;18;46;332;237;1011;1263
237;18;47;1523;2343;953;396
2343;18;48;237;1760;1980;70
1760;18;49;2343;0;1266;2304
283;19;0;0;531;1807;709
531;19;1;283;341;1348;2440
341;19;2;531;2013;1234;815
2013;19;3;341;1196;437;543
1196;19;4;2013;1275;679;1206
1275;19;5;1196;1054;575;1477
1054;19;6;1275;238;206;1713
238;19;7;1054;1179;1389;1939
1179;19;8;238;1021;2165;1332
1021;19;9;1179;347;1215;1295
347;19;10;1021;1642;649;383
1642;19;11;347;296;981;61
296;19;12;1642;47;827;304
47;19;13;296;1482;354;2173
1482;19;14;47;1055;818;138
1055;19;15;1482;2083;522;1163
2083;19;16;1055;1480;1719;776
1480;19;17;2083;2455;2000;1806
2455;19;18;1480;1546;367;1184
1546;19;19;2455;564;485;1400
564;19;20;1546;1315;1662;600
1315;19;21;564;222;75;473
222;19;22;1315;916;645;1917
916;19;23;222;2283;741;236
2283;19;24;916;319;1970;489
319;19;25;2283;2221;1181;1989
2221;19;26;319;553;2499;1823
553;19;27;2221;1183;2331;2200
1183;19;28;553;622;353;1652
622;19;29;1183;2456;1469;225
2456;19;30;622;279;1063;1310
279;19;31;2456;1596;873;993
1596;19;32;279;2386;689;1568
2386;19;33;1596;1133;2227;1525
1133;19;34;2386;909;2114;1364
909;19;35;1133;1756;2279;1211
1756;19;36;909;2172;2079;2104
2172;19;37;1756;2153;1659;2417
2153;19;38;2172;799;2154;587
799;19;39;2153;476;422;2020
476;19;40;799;340;969;2162
340;19;41;476;2477;519;788
2477;19;42;340;285;1495;478
285;19;43;2477;2188;234;1555
2188;19;44;285;2294;502;2060
2294;19;45;2188;1263;332;2192
1263;19;46;2294;396;1523;605
396;19;47;1263;70;237;152
70;19;48;396;2304;2343;300
2304;19;49;70;0;1760;1907
709;20;0;0;2440;283;2479
2440;20;1;709;815;531;1476
815;20;2;2440;543;341;2209
543;20;3;815;1206;2013;187
1206;20;4;543;1477;1196;1658
1477;20;5;1206;1713;1275;1509
1713;20;6;1477;1939;1054;615
1939;20;7;1713;1332;238;1303
1332;20;8;1939;1295;1179;637
1295;20;9;1332;383;1021;2111
383;20;10;1295;61;347;420
61;20;11;383;304;1642;1247
304;20;12;61;2173;296;770
2173;20;13;304;138;47;1738
138;20;14;2173;1163;1482;2421
1163;20;15;138;776;1055;716
776;20;16;1163;1806;2083;1731
1806;20;17;776;1184;1480;2093
1184;20;18;1806;1400;2455;2144
1400;20;19;1184;600;1546;83
600;20;20;1400;473;564;1876
473;20;21;600;1917;1315;996
1917;20;22;473;236;222;1149
236;20;23;1917;489;916;751
489;20;24;236;1989;2283;253
1989;20;25;489;1823;319;1378
1823;20;26;1989;2200;2221;1280
2200;20;27;1823;1652;553;1421
1652;20;28;2200;225;1183;926
225;20;29;1652;1310;622;803
1310;20;30;225;993;2456;2226
993;20;31;1310;1568;279;1653
1568;20;32;993;1525;1596;613
1525;20;33;1568;1364;2386;2056
1364;20;34;1525;1211;1133;2015
1211;20;35;1364;2104;909;1150
2104;20;36;1211;2417;1756;1542
2417;20;37;2104;587;2172;561
587;20;38;2417;2020;2153;842
2020;20;39;587;2162;799;2177
2162;20;40;2020;788;476;1115
788;20;41;2162;478;340;1696
478;20;42;788;1555;2477;2125
1555;20;43;478;2060;285;1301
2060;20;44;1555;2192;2188;306
2192;20;45;2060;605;2294;2046
605;20;46;2192;152;1263;1062
152;20;47;605;300;396;1233
300;20;48;152;1907;70;1949
1907;20;49;300;0;2304;1674
2479;21;0;0;1476;709;2206
1476;21;1;2479;2209;2440;714
2209;21;2;1476;187;815;933
187;21;3;2209;1658;543;224
1658;21;4;187;1509;1206;1299
1509;21;5;1658;615;1477;520
615;21;6;1509;1303;1713;122
1303;21;7;615;637;1939;664
637;21;8;1303;2111;1332;339
2111;21;9;637;420;1295;111
420;21;10;2111;1247;383;1027
1247;21;11;420;770;61;1009
770;21;12;1247;1738;304;177
1738;21;13;770;2421;2173;1131
2421;21;14;1738;716;138;1361
716;21;15;2421;1731;1163;1526
1731;21;16;716;2093;776;698
2093;21;17;1731;2144;1806;1152
2144;21;18;2093;83;1184;1255
83;21;19;2144;1876;1400;8
1876;21;20;83;996;600;823
996;21;21;1876;1149;473;1304
1149;21;22;996;751;1917;835
751;21;23;1149;253;236;1436
253;21;24;751;1378;489;397
1378;21;25;253;1280;1989;1647
1280;21;26;1378;1421;1823;1556
1421;21;27;1280;926;2200;497
926;21;28;1421;803;1652;1650
803;21;29;926;2226;225;1708
2226;21;30;803;1653;1310;220
1653;21;31;2226;613;993;287
613;21;32;1653;2056;1568;950
2056;21;33;613;2015;1525;1664
2015;21;34;2056;1150;1364;1771
1150;21;35;2015;1542;1211;1797
1542;21;36;1150;561;2104;2414
561;21;37;1542;842;2417;1316
842;21;38;561;2177;587;1450
2177;21;39;842;1115;2020;2334
1115;21;40;2177;1696;2162;1191
1696;21;41;1115;2125;788;533
2125;21;42;1696;1301;478;404
1301;21;43;2125;306;1555;665
306;21;44;1301;2046;2060;1947
2046;21;45;306;1062;2192;1455
1062;21;46;2046;1233;605;459
1233;21;47;1062;1949;152;176
1949;21;48;1233;1674;300;2131
1674;21;49;1949;0;1907;14
2206;22;0;0;714;2479;2261
714;22;1;2206;933;1476;2043
933;22;2;714;224;2209;708
224;22;3;933;1299;187;1589
1299;22;4;224;520;1658;2447
520;22;5;1299;122;1509;330
122;22;6;520;664;615;1188
664;22;7;122;339;1303;1169
339;22;8;664;111;637;1667
111;22;9;339;1027;2111;538
1027;22;10;111;1009;420;2107
1009;22;11;1027;177;1247;486
177;22;12;1009;1131;770;1942
1131;22;13;177;1361;1738;346
1361;22;14;1131;1526;2421;1257
1526;22;15;1361;698;716;196
698;22;16;1526;1152;1731;211
1152;22;17;698;1255;2093;906
1255;22;18;1152;8;2144;2169
8;22;19;1255;823;83;1020
823;22;20;8;1304;1876;1965
1304;22;21;823;835;996;470
835;22;22;1304;1436;1149;1974
1436;22;23;835;397;751;1071
397;22;24;1436;1647;253;936
1647;22;25;397;1556;1378;1886
1556;22;26;1647;497;1280;1776
497;22;27;1556;1650;1421;228
1650;22;28;497;1708;926;2401
1708;22;29;1650;220;803;706
220;22;30;1708;287;2226;2096
287;22;31;220;950;1653;2175
950;22;32;287;1664;613;2299
1664;22;33;950;1771;2056;831
1771;22;34;1664;1797;2015;2286
1797;22;35;1771;2414;1150;777
2414;22;36;1797;1316;1542;33
1316;22;37;2414;1450;561;1162
1450;22;38;1316;2334;842;2359
2334;22;39;1450;1191;2177;370
1191;22;40;2334;533;1115;859
533;22;41;1191;404;1696;1906
404;22;42;533;665;2125;105
665;22;43;404;1947;1301;1584
1947;22;44;665;1455;306;1607
1455;22;45;1947;459;2046;558
459;22;46;1455;176;1062;1180
176;22;47;459;2131;1233;2497
2131;22;48;176;14;1949;2377
14;22;49;2131;0;1674;1560
2261;23;0;0;2043;2206;1089
2043;23;1;2261;708;714;2147
708;23;2;2043;1589;933;1328
1589;23;3;708;2447;224;643
2447;23;4;1589;330;1299;960
330;23;5;2447;1188;520;655
1188;23;6;330;1169;122;924
1169;23;7;1188;1667;664;359
1667;23;8;1169;538;339;1941
538;23;9;1667;2107;111;1198
2107;23;10;538;486;1027;460
486;23;11;2107;1942;1009;2118
1942;23;12;486;346;177;792
346;23;13;1942;1257;1131;1868
1257;23;14;346;196;1361;1925
196;23;15;1257;211;1526;1487
211;23;16;196;906;698;1516
906;23;17;211;2169;1152;19
2169;23;18;906;1020;1255;678
1020;23;19;2169;1965;8;2308
1965;23;20;1020;470;823;257
470;23;21;1965;1974;1304;1631
1974;23;22;470;1071;835;1319
1071;23;23;1974;936;1436;150
936;23;24;1071;1886;397;1660
1886;23;25;936;1776;1647;289
1776;23;26;1886;228;1556;970
228;23;27;1776;2401;497;2415
2401;23;28;228;706;1650;1522
706;23;29;2401;2096;1708;1763
2096;23;30;706;2175;220;1289
2175;23;31;2096;2299;287;1788
2299;23;32;2175;831;950;2466
831;23;33;2299;2286;1664;1246
2286;23;34;831;777;1771;610
777;23;35;2286;33;1797;1777
33;23;36;777;1162;2414;1231
1162;23;37;33;2359;1316;1049
2359;23;38;1162;370;1450;210
370;23;39;2359;859;2334;1602
859;23;40;370;1906;1191;1835
1906;23;41;859;105;533;2164
105;23;42;1906;1584;404;775
1584;23;43;105;1607;665;1294
1607;23;44;1584;558;1947;1518
558;23;45;1607;1180;1455;291
1180;23;46;558;2497;459;219
2497;23;47;1180;2377;176;542
2377;23;48;2497;1560;2131;2248
1560;23;49;2377;0;14;1537
1089;24;0;0;2147;2261;1029
2147;24;1;1089;1328;2043;1331
1328;24;2;2147;643;708;458
643;24;3;1328;960;1589;52
960;24;4;643;655;2447;744
655;24;5;960;924;330;778
924;24;6;655;359;1188;1958
359;24;7;924;1941;1169;242
1941;24;8;359;1198;1667;765
1198;24;9;1941;460;538;2464
460;24;10;1198;2118;2107;1061
2118;24;11;460;792;486;2391
792;24;12;2118;1868;1942;2106
1868;24;13;792;1925;346;246
1925;24;14;1868;1487;1257;1365
1487;24;15;1925;1516;196;1159
1516;24;16;1487;19;211;1242
19;24;17;1516;678;906;1724
678;24;18;19;2308;2169;1024
2308;24;19;678;257;1020;1091
257;24;20;2308;1631;1965;260
1631;24;21;257;1319;470;2213
1319;24;22;1631;150;1974;2017
150;24;23;1319;1660;1071;746
1660;24;24;150;289;936;455
289;24;25;1660;970;1886;766
970;24;26;289;2415;1776;2475
2415;24;27;970;1522;228;2384
1522;24;28;2415;1763;2401;2445
1763;24;29;1522;1289;706;69
1289;24;30;1763;1788;2096;1350
1788;24;31;1289;2466;2175;1899
2466;24;32;1788;1246;2299;128
1246;24;33;2466;610;831;1372
610;24;34;1246;1777;2286;16
1777;24;35;610;1231;777;314
1231;24;36;1777;1049;33;2138
1049;24;37;1231;210;1162;1418
210;24;38;1049;1602;2359;1479
1602;24;39;210;1835;370;997
1835;24;40;1602;2164;859;1080
2164;24;41;1835;775;1906;1885
775;24;42;2164;1294;105;2328
1294;24;43;775;1518;1584;845
1518;24;44;1294;291;1607;93
291;24;45;1518;219;558;1513
219;24;46;291;542;1180;2495
542;24;47;219;2248;2497;418
2248;24;48;542;1537;2377;2048
1537;24;49;2248;0;1560;1312
1029;25;0;0;1331;1089;528
1331;25;1;1029;458;2147;2002
458;25;2;1331;52;1328;1460
52;25;3;458;744;643;1627
744;25;4;52;778;960;2410
778;25;5;744;1958;655;147
1958;25;6;778;242;924;1884
242;25;7;1958;765;359;536
765;25;8;242;2464;1941;717
2464;25;9;765;1061;1198;2218
1061;25;10;2464;2391;460;96
2391;25;11;1061;2106;2118;1478
2106;25;12;2391;246;792;934
246;25;13;2106;1365;1868;2489
1365;25;14;246;1159;1925;1467
1159;25;15;1365;1242;1487;148
1242;25;16;1159;1724;1516;298
1724;25;17;1242;1024;19;1193
1024;25;18;1724;1091;678;1850
1091;25;19;1024;260;2308;1595
260;25;20;1091;2213;257;1087
2213;25;21;260;2017;1631;930
2017;25;22;2213;746;1319;1990
746;25;23;2017;455;150;376
455;25;24;746;766;1660;374
766;25;25;455;2475;289;190
2475;25;26;766;2384;970;899
2384;25;27;2475;2445;2415;2189
2445;25;28;2384;69;1522;537
69;25;29;2445;1350;1763;44
1350;25;30;69;1899;1289;802
1899;25;31;1350;128;1788;402
128;25;32;1899;1372;2466;2174
1372;25;33;128;16;1246;1349
16;25;34;1372;314;610;1347
314;25;35;16;2138;1777;1015
2138;25;36;314;1418;1231;1173
1418;25;37;2138;1479;1049;2389
1479;25;38;1418;997;210;659
997;25;39;1479;1080;1602;2340
1080;25;40;997;1885;1835;213
1885;25;41;1080;2328;2164;1235
2328;25;42;1885;845;775;2379
845;25;43;2328;93;1294;1764
93;25;44;845;1513;1518;670
1513;25;45;93;2495;291;2273
2495;25;46;1513;418;219;348
418;25;47;2495;2048;542;360
2048;25;48;418;1312;2248;1749
1312;25;49;2048;0;1537;162
528;26;0;0;2002;1029;89
2002;26;1;528;1460;1331;1881
1460;26;2;2002;1627;458;601
1627;26;3;1460;2410;52;1928
2410;26;4;1627;147;744;1896
147;26;5;2410;1884;778;342
1884;26;6;147;536;1958;1590
536;26;7;1884;717;242;2480
717;26;8;536;2218;765;1285
2218;26;9;717;96;2464;2031
96;26;10;2218;1478;1061;2146
1478;26;11;96;934;2391;1842
934;26;12;1478;2489;2106;672
2489;26;13;934;1467;246;1276
1467;26;14;2489;148;1365;764
148;26;15;1467;298;1159;2387
298;26;16;148;1193;1242;1712
1193;26;17;298;1850;1724;2426
1850;26;18;1193;1595;1024;2030
1595;26;19;1850;1087;1091;2219
1087;26;20;1595;930;260;851
930;26;21;1087;1990;2213;379
1990;26;22;930;376;2017;2425
376;26;23;1990;374;746;910
374;26;24;376;190;455;833
190;26;25;374;899;766;967
899;26;26;190;2189;2475;1994
2189;26;27;899;537;2384;1754
537;26;28;2189;44;2445;1326
44;26;29;537;802;69;1444
802;26;30;44;402;1350;2005
402;26;31;802;2174;1899;34
2174;26;32;402;1349;128;2293
1349;26;33;2174;1347;1372;2103
1347;26;34;1349;1015;16;988
1015;26;35;1347;1173;314;939
1173;26;36;1015;2389;2138;2491
2389;26;37;1173;659;1418;656
659;26;38;2389;2340;1479;1382
2340;26;39;659;213;997;1006
213;26;40;2340;1235;1080;2244
1235;26;41;213;2379;1885;871
2379;26;42;1235;1764;2328;1135
1764;26;43;2379;670;845;982
670;26;44;1764;2273;93;233
2273;26;45;670;348;1513;2072
348;26;46;2273;360;2495;1174
360;26;47;348;1749;418;1434
1749;26;48;360;162;2048;949
162;26;49;1749;0;1312;146
89;27;0;0;1881;528;979
1881;27;1;89;601;2002;2084
601;27;2;1881;1928;1460;2388
1928;27;3;601;1896;1627;1007
1896;27;4;1928;342;2410;710
342;27;5;1896;1590;147;277
1590;27;6;342;2480;1884;438
2480;27;7;1590;1285;536;2406
1285;27;8;2480;2031;717;598
2031;27;9;1285;2146;2218;2350
2146;27;10;2031;1842;96;727
1842;27;11;2146;672;1478;748
672;27;12;1842;1276;934;1367
1276;27;13;672;764;2489;2022
764;27;14;1276;2387;1467;810
2387;27;15;764;1712;148;2390
1712;27;16;2387;2426;298;2237
2426;27;17;1712;2030;1193;2115
2030;27;18;2426;2219;1850;2394
2219;27;19;2030;851;1595;2325
851;27;20;2219;379;1087;465
379;27;21;851;2425;930;2474
2425;27;22;379;910;1990;1362
910;27;23;2425;833;376;1519
833;27;24;910;967;374;2039
967;27;25;833;1994;190;1802
1994;27;26;967;1754;899;331
1754;27;27;1994;1326;2189;2036
1326;27;28;1754;1444;537;101
1444;27;29;1326;2005;44;163
2005;27;30;1444;34;802;2116
34;27;31;2005;2293;402;1748
2293;27;32;34;2103;2174;1238
2103;27;33;2293;988;1349;1739
988;27;34;2103;939;1347;2338
939;27;35;988;2491;1015;1900
2491;27;36;939;656;1173;1832
656;27;37;2491;1382;2389;2249
1382;27;38;656;1006;659;1905
1006;27;39;1382;2244;2340;449
2244;27;40;1006;871;213;32
871;27;41;2244;1135;1235;1424
1135;27;42;871;982;2379;2484
982;27;43;1135;233;1764;2365
233;27;44;982;2072;670;1626
2072;27;45;233;1174;2273;1132
1174;27;46;2072;1434;348;952
1434;27;47;1174;949;360;21
949;27;48;1434;146;1749;2315
146;27;49;949;0;162;759
979;28;0;0;2084;89;1665
2084;28;1;979;2388;1881;1953
2388;28;2;2084;1007;601;2026
1007;28;3;2388;710;1928;4
710;28;4;1007;277;1896;2078
277;28;5;710;438;342;2191
438;28;6;277;2406;1590;1154
2406;28;7;438;598;2480;2443
598;28;8;2406;2350;1285;1681
2350;28;9;598;727;2031;800
727;28;10;2350;748;2146;1500
748;28;11;727;1367;1842;675
1367;28;12;748;2022;672;1182
2022;28;13;1367;810;1276;351
810;28;14;2022;2390;764;826
2390;28;15;810;2237;2387;839
2237;28;16;2390;2115;1712;20
2115;28;17;2237;2394;2426;1422
2394;28;18;2115;2325;2030;1663
2325;28;19;2394;465;2219;2373
465;28;20;2325;2474;851;408
2474;28;21;465;1362;379;923
1362;28;22;2474;1519;2425;1583
1519;28;23;1362;2039;910;1343
2039;28;24;1519;1802;833;250
1802;28;25;2039;331;967;1581
331;28;26;1802;2036;1994;193
2036;28;27;331;101;1754;1959
101;28;28;2036;163;1326;829
163;28;29;101;2116;1444;1554
2116;28;30;163;1748;2005;874
1748;28;31;2116;1238;34;1498
1238;28;32;1748;1739;2293;1574
1739;28;33;1238;2338;2103;2472
2338;28;34;1739;1900;988;1529
1900;28;35;2338;1832;939;786
1832;28;36;1900;2249;2491;428
2249;28;37;1832;1905;656;1504
1905;28;38;2249;449;1382;1403
449;28;39;1905;32;1006;1042
32;28;40;449;1424;2244;1459
1424;28;41;32;2484;871;1969
2484;28;42;1424;2365;1135;2216
2365;28;43;2484;1626;982;1618
1626;28;44;2365;1132;233;1176
1132;28;45;1626;952;2072;807
952;28;46;1132;21;1174;2064
21;28;47;952;2315;1434;184
2315;28;48;21;759;949;2473
759;28;49;2315;0;146;1213
1665;29;0;0;1953;979;1624
1953;29;1;1665;2026;2084;929
2026;29;2;1953;4;2388;616
4;29;3;2026;2078;1007;2364
2078;29;4;4;2191;710;1514
2191;29;5;2078;1154;277;447
1154;29;6;2191;2443;438;1136
2443;29;7;1154;1681;2406;292
1681;29;8;2443;800;598;452
800;29;9;1681;1500;2350;421
1500;29;10;800;675;727;2405
675;29;11;1500;1182;748;43
1182;29;12;675;351;1367;1093
351;29;13;1182;826;2022;1670
826;29;14;351;839;810;1088
839;29;15;826;20;2390;2112
20;29;16;839;1422;2237;173
1422;29;17;20;1663;2115;284
1663;29;18;1422;2373;2394;1018
2373;29;19;1663;408;2325;334
408;29;20;2373;923;465;754
923;29;21;408;1583;2474;551
1583;29;22;923;1343;1362;2240
1343;29;23;1583;250;1519;2137
250;29;24;1343;1581;2039;2254
1581;29;25;250;193;1802;1232
193;29;26;1581;1959;331;2117
1959;29;27;193;829;2036;1441
829;29;28;1959;1554;101;1034
1554;29;29;829;874;163;2469
874;29;30;1554;1498;2116;275
1498;29;31;874;1574;1748;2230
1574;29;32;1498;2472;1238;1799
2472;29;33;1574;1529;1739;585
1529;29;34;2472;786;2338;1359
786;29;35;1529;428;1900;1208
428;29;36;786;1504;1832;1287
1504;29;37;428;1403;2249;685
1403;29;38;1504;1042;1905;2385
1042;29;39;1403;1459;449;99
1459;29;40;1042;1969;32;2132
1969;29;41;1459;2216;1424;2412
2216;29;42;1969;1618;2484;1094
1618;29;43;2216;1176;2365;2102
1176;29;44;1618;807;1626;2003
807;29;45;1176;2064;1132;1138
2064;29;46;807;184;952;1544
184;29;47;2064;2473;21;1891
2473;29;48;184;1213;2315;2229
1213;29;49;2473;0;759;2353
1624;30;0;0;929;1665;1879
929;30;1;1624;616;1953;870
616;30;2;929;2364;2026;2346
2364;30;3;616;1514;4;2050
1514;30;4;2364;447;2078;2375
447;30;5;1514;1136;2191;2424
1136;30;6;447;292;1154;29
292;30;7;1136;452;2443;2374
452;30;8;292;421;1681;1857
421;30;9;452;2405;800;1987
2405;30;10;421;43;1500;1491
43;30;11;2405;1093;675;1810
1093;30;12;43;1670;1182;1964
1670;30;13;1093;1088;351;853
1088;30;14;1670;2112;826;2025
2112;30;15;1088;173;839;2133
173;30;16;2112;284;20;2326
284;30;17;173;1018;1422;563
1018;30;18;284;334;1663;617
334;30;19;1018;754;2373;1882
754;30;20;334;551;408;1679
551;30;21;754;2240;923;2242
2240;30;22;551;2137;1583;73
2137;30;23;2240;2254;1343;22
2254;30;24;2137;1232;250;2067
1232;30;25;2254;2117;1581;1210
2117;30;26;1232;1441;193;2468
1441;30;27;2117;1034;1959;1620
1034;30;28;1441;2469;829;1002
2469;30;29;1034;275;1554;1781
275;30;30;2469;2230;874;566
2230;30;31;275;1799;1498;1497
1799;30;32;2230;585;1574;453
585;30;33;1799;1359;2472;495
1359;30;34;585;1208;1529;1582
1208;30;35;1359;1287;786;311
1287;30;36;1208;685;428;2059
685;30;37;1287;2385;1504;1398
2385;30;38;685;99;1403;263
99;30;39;2385;2132;1042;753
2132;30;40;99;2412;1459;323
2412;30;41;2132;1094;1969;1999
1094;30;42;2412;2102;2216;1506
2102;30;43;1094;2003;1618;1684
2003;30;44;2102;1138;1176;54
1138;30;45;2003;1544;807;2231
1544;30;46;1138;1891;2064;2167
1891;30;47;1544;2229;184;273
2229;30;48;1891;2353;2473;1044
2353;30;49;2229;0;1213;1567
1879;31;0;0;870;1624;1216
870;31;1;1879;2346;929;603
2346;31;2;870;2050;616;940
2050;31;3;2346;2375;2364;2323
2375;31;4;2050;2424;1514;1983
2424;31;5;2375;29;447;1904
29;31;6;2424;2374;1136;1404
2374;31;7;29;1857;292;247
1857;31;8;2374;1987;452;1201
1987;31;9;1857;1491;421;1690
1491;31;10;1987;1810;2405;719
1810;31;11;1491;1964;43;794
1964;31;12;1810;853;1093;171
853;31;13;1964;2025;1670;1950
2025;31;14;853;2133;1088;394
2133;31;15;2025;2326;2112;159
2326;31;16;2133;563;173;559
563;31;17;2326;617;284;683
617;31;18;563;1882;1018;1322
1882;31;19;617;1679;334;1576
1679;31;20;1882;2242;754;214
2242;31;21;1679;73;551;688
73;31;22;2242;22;2240;2348
22;31;23;73;2067;2137;1251
2067;31;24;22;1210;2254;760
1210;31;25;2067;2468;1232;690
2468;31;26;1210;1620;2117;142
1620;31;27;2468;1002;1441;1016
1002;31;28;1620;1781;1034;410
1781;31;29;1002;566;2469;134
566;31;30;1781;1497;275;357
1497;31;31;566;453;2230;1711
453;31;32;1497;495;1799;124
495;31;33;453;1582;585;1875
1582;31;34;495;311;1359;2076
311;31;35;1582;2059;1208;278
2059;31;36;311;1398;1287;1296
1398;31;37;2059;263;685;2500
263;31;38;1398;753;2385;1880
753;31;39;263;323;99;1867
323;31;40;753;1999;2132;1035
1999;31;41;323;1506;2412;2434
1506;31;42;1999;1684;1094;356
1684;31;43;1506;54;2102;971
54;31;44;1684;2231;2003;1645
2231;31;45;54;2167;1138;607
2167;31;46;2231;273;1544;742
273;31;47;2167;1044;1891;2089
1044;31;48;273;1567;2229;276
1567;31;49;1044;0;2353;1318
1216;32;0;0;603;1879;2225
603;32;1;1216;940;870;2220
940;32;2;603;2323;2346;2119
2323;32;3;940;1983;2050;2277
1983;32;4;2323;1904;2375;626
1904;32;5;1983;1404;2424;2075
1404;32;6;1904;247;29;2311
247;32;7;1404;1201;2374;1869
1201;32;8;247;1690;1857;7
1690;32;9;1201;719;1987;444
719;32;10;1690;794;1491;1383
794;32;11;719;171;1810;57
171;32;12;794;1950;1964;466
1950;32;13;171;394;853;1821
394;32;14;1950;159;2025;581
159;32;15;394;559;2133;412
559;32;16;159;683;2326;989
683;32;17;559;1322;563;223
1322;32;18;683;1576;617;1241
1576;32;19;1322;214;1882;987
214;32;20;1576;688;1679;321
688;32;21;214;2348;2242;2395
2348;32;22;688;1251;73;282
1251;32;23;2348;760;22;309
760;32;24;1251;690;2067;2281
690;32;25;760;142;1210;932
142;32;26;690;1016;2468;1334
1016;32;27;142;410;1620;2180
410;32;28;1016;134;1002;1438
134;32;29;410;357;1781;1005
357;32;30;134;1711;566;389
1711;32;31;357;124;1497;271
124;32;32;1711;1875;453;1360
1875;32;33;124;2076;495;2120
2076;32;34;1875;278;1582;1613
278;32;35;2076;1296;311;1558
1296;32;36;278;2500;2059;203
2500;32;37;1296;1880;1398;1722
1880;32;38;2500;1867;263;1895
1867;32;39;1880;1035;753;1592
1035;32;40;1867;2434;323;1972
2434;32;41;1035;356;1999;1837
356;32;42;2434;971;1506;2014
971;32;43;356;1645;1684;1973
1645;32;44;971;607;54;1844
607;32;45;1645;742;2231;1252
